Time(s),CH1V,CH2V,CH3V
-6.640000e-03,4.880000e-02,2.160000e-02,4.557867e+00
-6.620000e-03,4.026667e-02,1.306667e-02,4.529600e+00
-6.600000e-03,3.573333e-02,2.160000e-02,4.534400e+00
-6.580000e-03,4.453333e-02,2.586667e-02,4.538933e+00
-6.560000e-03,7.040000e-02,2.160000e-02,4.529600e+00
-6.540000e-03,5.733334e-02,1.733333e-02,4.534400e+00
-6.520000e-03,3.573333e-02,3.013333e-02,4.534400e+00
-6.500000e-03,1.866667e-02,8.800000e-03,4.529600e+00
-6.480000e-03,6.613334e-02,2.160000e-02,4.524800e+00
-6.460000e-03,5.733334e-02,3.013333e-02,4.515467e+00
-6.440000e-03,4.880000e-02,3.013333e-02,4.529600e+00
-6.420000e-03,5.306667e-02,2.160000e-02,4.548533e+00
-6.400000e-03,3.573333e-02,2.586667e-02,4.506134e+00
-6.380000e-03,5.306667e-02,2.586667e-02,4.543734e+00
-6.360000e-03,2.720000e-02,1.733333e-02,4.510933e+00
-6.340000e-03,5.733334e-02,2.160000e-02,4.510933e+00
-6.320000e-03,3.573333e-02,1.306667e-02,4.529600e+00
-6.300000e-03,3.146667e-02,2.160000e-02,4.538933e+00
-6.280000e-03,4.880000e-02,3.440000e-02,4.534400e+00
-6.260000e-03,4.880000e-02,1.733333e-02,4.538933e+00
-6.240000e-03,4.026667e-02,1.733333e-02,4.529600e+00
-6.220000e-03,4.453333e-02,3.013333e-02,4.538933e+00
-6.200000e-03,4.026667e-02,2.586667e-02,4.524800e+00
-6.180000e-03,3.573333e-02,8.800000e-03,4.576533e+00
-6.160000e-03,5.306667e-02,2.160000e-02,4.524800e+00
-6.140000e-03,4.453333e-02,3.013333e-02,4.529600e+00
-6.120000e-03,4.880000e-02,1.733333e-02,4.534400e+00
-6.100000e-03,5.733334e-02,2.160000e-02,4.524800e+00
-6.080000e-03,5.306667e-02,3.013333e-02,4.553067e+00
-6.060000e-03,4.880000e-02,1.733333e-02,4.515467e+00
-6.040000e-03,5.733334e-02,3.013333e-02,4.543734e+00
-6.020000e-03,4.026667e-02,3.013333e-02,4.534400e+00
-6.000000e-03,4.880000e-02,4.533333e-03,4.529600e+00
-5.980000e-03,5.306667e-02,1.306667e-02,4.553067e+00
-5.960000e-03,4.453333e-02,1.733333e-02,4.534400e+00
-5.940000e-03,4.026667e-02,3.440000e-02,4.553067e+00
-5.920000e-03,5.733334e-02,1.306667e-02,4.524800e+00
-5.900000e-03,5.733334e-02,4.073067e+00,4.543734e+00
-5.880000e-03,4.026667e-02,4.304800e+00,4.548533e+00
-5.860000e-03,4.880000e-02,4.424800e+00,4.529600e+00
-5.840000e-03,4.026667e-02,4.497867e+00,4.529600e+00
-5.820000e-03,4.880000e-02,4.523467e+00,4.543734e+00
-5.800000e-03,5.306667e-02,4.562133e+00,4.529600e+00
-5.780000e-03,5.306667e-02,4.583734e+00,4.543734e+00
-5.760000e-03,4.026667e-02,4.579467e+00,4.529600e+00
-5.740000e-03,4.026667e-02,4.609334e+00,4.529600e+00
-5.720000e-03,5.306667e-02,4.605067e+00,4.562667e+00
-5.700000e-03,5.733334e-02,4.583734e+00,4.538933e+00
-5.680000e-03,3.573333e-02,4.600800e+00,4.557867e+00
-5.660000e-03,5.733334e-02,4.605067e+00,4.548533e+00
-5.640000e-03,4.453333e-02,4.617867e+00,4.576533e+00
-5.620000e-03,4.880000e-02,4.596533e+00,4.520267e+00
-5.600000e-03,5.733334e-02,4.609334e+00,4.534400e+00
-5.580000e-03,4.880000e-02,4.600800e+00,4.572000e+00
-5.560000e-03,4.026667e-02,4.600800e+00,4.524800e+00
-5.540000e-03,3.573333e-02,4.588000e+00,4.548533e+00
-5.520000e-03,4.026667e-02,4.566400e+00,4.506134e+00
-5.500000e-03,5.733334e-02,4.596533e+00,4.538933e+00
-5.480000e-03,4.026667e-02,4.617867e+00,4.548533e+00
-5.460000e-03,4.880000e-02,4.600800e+00,4.524800e+00
-5.440000e-03,3.146667e-02,4.613600e+00,4.567200e+00
-5.420000e-03,4.453333e-02,4.596533e+00,4.506134e+00
-5.400000e-03,4.026667e-02,4.592267e+00,4.538933e+00
-5.380000e-03,4.026667e-02,4.600800e+00,4.553067e+00
-5.360000e-03,5.733334e-02,4.609334e+00,4.543734e+00
-5.340000e-03,3.573333e-02,4.600800e+00,4.562667e+00
-5.320000e-03,4.880000e-02,4.588000e+00,4.529600e+00
-5.300000e-03,6.613334e-02,4.609334e+00,4.538933e+00
-5.280000e-03,3.573333e-02,4.609334e+00,4.562667e+00
-5.260000e-03,4.880000e-02,4.617867e+00,4.538933e+00
-5.240000e-03,7.040000e-02,4.613600e+00,4.557867e+00
-5.220000e-03,4.026667e-02,4.592267e+00,4.548533e+00
-5.200000e-03,3.573333e-02,4.613600e+00,4.529600e+00
-5.180000e-03,7.893334e-02,4.583734e+00,4.586133e+00
-5.160000e-03,2.720000e-02,4.605067e+00,4.520267e+00
-5.140000e-03,6.186667e-02,4.596533e+00,-4.746667e-02
-5.120000e-03,2.720000e-02,4.596533e+00,1.360000e-02
-5.100000e-03,2.720000e-02,4.605067e+00,-5.333333e-04
-5.080000e-03,3.573333e-02,4.609334e+00,2.773333e-02
